time,10m,20m,30m,40m,50m,60m,70m,80m,90m,100m,110m,120m,130m,140m,150m,160m,170m,180m
44660,1.588,2.613,3.081,3.357,3.6775,3.998,4.192,4.386,4.5445,4.703,4.861,5.019,5.1785,5.338,5.478,5.618,5.804,5.99
44670,1.483,2.451,3.089,3.384,3.7025,4.021,4.1935,4.366,4.4885,4.611,4.765,4.919,5.1145,5.31,5.5265,5.743,5.965,6.187
44680,1.631,2.285,2.79,3.026,3.253,3.48,3.7,3.92,4.1135,4.307,4.487,4.667,4.8905,5.114,5.2965,5.479,5.628,5.777
44690,1.233,1.976,2.455,2.732,2.9875,3.243,3.463,3.683,3.853,4.023,4.1925,4.362,4.6245,4.887,5.132,5.377,5.5675,5.758
44700,1.248,2.061,2.555,2.925,3.227,3.529,3.6865,3.844,3.995,4.146,4.2905,4.435,4.5975,4.76,4.952,5.144,5.307,5.47
44710,1.361,2.079,2.69,3.086,3.3525,3.619,3.746,3.873,4.0135,4.154,4.2945,4.435,4.6475,4.86,5.2065,5.553,5.785,6.017
44720,1.329,1.948,2.383,2.7,2.9635,3.227,3.465,3.703,3.911,4.119,4.338,4.557,4.921,5.285,5.651,6.017,6.176,6.335
44730,1.123,1.474,1.909,2.249,2.6555,3.062,3.3385,3.615,3.8245,4.034,4.2805,4.527,4.896,5.265,5.6185,5.972,6.0935,6.215
44740,1.194,1.61,2.068,2.337,2.65,2.963,3.2585,3.554,3.8295,4.105,4.3695,4.634,4.944,5.254,5.489,5.724,5.815,5.906
44750,1.264,2.026,2.571,3.005,3.399,3.793,4.0185,4.244,4.4215,4.599,4.7345,4.87,4.979,5.088,5.3265,5.565,5.645,5.725
44760,0.875,1.422,2.008,2.525,2.9005,3.276,3.5355,3.795,4.0515,4.308,4.625,4.942,5.412,5.882,6.105,6.328,6.58,6.832
44770,2.87,3.467,4.071,4.915,5.423,5.931,6.401,6.871,7.255,7.639,7.8925,8.146,8.343,8.54,8.6945,8.849,8.903,8.957
44780,2.804,3.797,4.419,4.923,5.453,5.983,6.431,6.879,7.174,7.469,7.8995,8.33,8.599,8.868,9.031,9.194,9.3055,9.417
44790,2.787,3.632,4.325,4.861,5.273,5.685,6.0995,6.514,6.92,7.326,7.6185,7.911,8.146,8.381,8.641,8.901,9.0985,9.296
44800,2.702,4.028,4.905,5.278,5.807,6.336,6.795,7.254,7.578,7.902,8.1115,8.321,8.532,8.743,8.9115,9.08,9.147,9.214
44810,2.951,3.785,4.41,5.013,5.4495,5.886,6.328,6.77,7.1565,7.543,7.7975,8.052,8.262,8.472,8.6365,8.801,8.8615,8.922
44820,2.197,3.09,3.622,3.868,4.385,4.902,5.367,5.832,6.2785,6.725,7.1435,7.562,7.719,7.876,7.9865,8.097,8.171,8.245
44830,2.754,3.378,3.642,4.01,4.179,4.348,4.5565,4.765,4.9945,5.224,5.4685,5.713,5.893,6.073,6.1835,6.294,6.4005,6.507
44840,2.636,3.344,3.725,3.83,4.098,4.366,4.5105,4.655,4.837,5.019,5.1895,5.36,5.5015,5.643,5.7735,5.904,5.9775,6.051
44850,3.904,5.163,5.529,6.103,6.4285,6.754,6.8985,7.043,7.1565,7.27,7.463,7.656,7.8355,8.015,8.2535,8.492,8.5505,8.609
44860,2.838,3.844,4.483,4.955,5.381,5.807,5.9785,6.15,6.374,6.598,6.694,6.79,6.8965,7.003,7.1885,7.374,7.5785,7.783
44870,3.606,4.163,4.837,5.406,5.757,6.108,6.491,6.874,7.0615,7.249,7.432,7.615,7.7055,7.796,8.0315,8.267,8.4145,8.562
44880,3.058,3.613,4.51,5.084,5.351,5.618,5.8245,6.031,6.274,6.517,6.663,6.809,6.981,7.153,7.324,7.495,7.716,7.937
44890,2.821,3.442,4.275,4.75,5.0255,5.301,5.531,5.761,5.996,6.231,6.364,6.497,6.7425,6.988,7.105,7.222,7.4365,7.651
44900,2.717,3.65,4.361,4.695,4.75,4.805,4.981,5.157,5.366,5.575,5.85,6.125,6.336,6.547,6.767,6.987,7.2265,7.466
44910,3.319,3.738,4.26,4.692,4.86,5.028,5.2865,5.545,5.762,5.979,6.1475,6.316,6.4685,6.621,6.71,6.799,6.913,7.027
44920,2.744,3.654,4.187,4.493,4.8305,5.168,5.436,5.704,5.915,6.126,6.241,6.356,6.576,6.796,6.9855,7.175,7.312,7.449
44930,3.173,3.594,3.99,4.337,4.6415,4.946,5.269,5.592,5.98,6.368,6.5855,6.803,7.0035,7.204,7.3815,7.559,7.726,7.893
44940,3.05,3.82,4.486,4.996,5.488,5.98,6.1885,6.397,6.649,6.901,7.05,7.199,7.373,7.547,7.6905,7.834,7.984,8.134
44950,2.968,3.649,4.116,4.497,4.7755,5.054,5.328,5.602,5.899,6.196,6.389,6.582,6.768,6.954,7.1455,7.337,7.521,7.705
44960,2.786,3.32,3.778,4.287,4.523,4.759,4.8925,5.026,5.2865,5.547,5.74,5.933,6.0795,6.226,6.3645,6.503,6.632,6.761
44970,2.621,3.242,3.769,4.24,4.443,4.646,4.8075,4.969,5.12,5.271,5.3865,5.502,5.5675,5.633,5.7835,5.934,6.1055,6.277
44980,2.623,3.197,3.557,4.369,4.7785,5.188,5.489,5.79,5.916,6.042,6.224,6.406,6.497,6.588,6.7365,6.885,7.0105,7.136
44990,2.796,3.398,4.156,4.555,5.1105,5.666,5.8505,6.035,6.1985,6.362,6.4395,6.517,6.5935,6.67,6.756,6.842,6.922,7.002
45000,2.839,3.427,3.87,4.304,4.607,4.91,5.0665,5.223,5.5235,5.824,5.9455,6.067,6.248,6.429,6.6465,6.864,7.098,7.332
45010,2.437,3.033,3.542,4.053,4.325,4.597,4.89,5.183,5.5305,5.878,6.073,6.268,6.4015,6.535,6.6675,6.8,7.0475,7.295
45020,2.872,3.224,3.576,3.982,4.2275,4.473,4.78,5.087,5.4885,5.89,6.1935,6.497,6.6965,6.896,7.0435,7.191,7.315,7.439
45030,2.935,3.401,3.853,4.199,4.511,4.823,5.074,5.325,5.573,5.821,6.0235,6.226,6.4275,6.629,6.8085,6.988,7.119,7.25
45040,2.265,3.098,3.595,3.85,4.171,4.492,4.771,5.05,5.176,5.302,5.483,5.664,5.717,5.77,5.9,6.03,6.1405,6.251
45050,2.893,3.708,4.485,4.759,5.0625,5.366,5.4665,5.567,5.67,5.773,5.862,5.951,6.0325,6.114,6.1905,6.267,6.4165,6.566
45060,2.694,3.211,3.83,4.42,4.7855,5.151,5.3745,5.598,5.8205,6.043,6.15,6.257,6.4185,6.58,6.672,6.764,6.872,6.98
45070,2.903,3.54,3.775,4.293,4.448,4.603,5.0225,5.442,5.687,5.932,6.1255,6.319,6.4405,6.562,6.691,6.82,6.921,7.022
45080,3.25,4.452,5.238,5.344,5.673,6.002,6.315,6.628,6.7605,6.893,7.1375,7.382,7.551,7.72,7.8515,7.983,8.158,8.333
45090,3.062,4.016,4.495,5.066,5.238,5.41,5.574,5.738,6.094,6.45,6.707,6.964,7.0945,7.225,7.3435,7.462,7.645,7.828
45100,2.904,3.649,4.388,4.84,5.0985,5.357,5.658,5.959,6.268,6.577,6.8085,7.04,7.33,7.62,7.876,8.132,8.2415,8.351
45110,3.468,4.085,4.775,4.987,5.3965,5.806,6.1065,6.407,6.668,6.929,7.096,7.263,7.4295,7.596,7.7825,7.969,8.197,8.425
45120,2.948,3.432,4.073,4.383,4.6405,4.898,5.2785,5.659,5.8955,6.132,6.3975,6.663,6.9385,7.214,7.516,7.818,8.097,8.376
45130,2.821,3.453,3.942,4.274,4.526,4.778,5.0635,5.349,5.662,5.975,6.316,6.657,6.909,7.161,7.3585,7.556,7.8375,8.119
45140,3.036,3.799,4.379,4.913,5.3915,5.87,6.14,6.41,6.662,6.914,7.139,7.364,7.557,7.75,7.863,7.976,8.3265,8.677
45150,2.794,3.605,4.178,4.483,4.7345,4.986,5.243,5.5,5.778,6.056,6.24,6.424,6.551,6.678,6.8385,6.999,7.194,7.389
45160,2.731,3.641,4.262,4.852,5.3265,5.801,6.1035,6.406,6.6295,6.853,6.979,7.105,7.2295,7.354,7.4855,7.617,7.7195,7.822
45170,2.077,2.723,3.543,3.834,4.2435,4.653,5.0015,5.35,5.617,5.884,6.1205,6.357,6.568,6.779,6.8875,6.996,7.1275,7.259
45180,2.357,3.246,3.879,4.261,4.649,5.037,5.285,5.533,5.843,6.153,6.3935,6.634,6.833,7.032,7.194,7.356,7.465,7.574
45190,2.973,4.33,5.161,5.591,5.7885,5.986,6.319,6.652,7.0465,7.441,7.655,7.869,8.019,8.169,8.2685,8.368,8.465,8.562
45200,2.881,3.698,4.078,4.487,4.786,5.085,5.5185,5.952,6.3965,6.841,7.126,7.411,7.5825,7.754,7.865,7.976,8.131,8.286
45210,3.225,4.072,4.525,4.958,5.245,5.532,5.9565,6.381,6.6335,6.886,7.102,7.318,7.4805,7.643,7.765,7.887,8.0025,8.118
45220,2.527,3.268,3.825,4.056,4.383,4.71,5.0115,5.313,5.572,5.831,6.142,6.453,6.696,6.939,7.076,7.213,7.3645,7.516
45230,1.975,2.669,3.107,3.512,3.742,3.972,4.279,4.586,4.905,5.224,5.5455,5.867,6.168,6.469,6.61,6.751,6.8985,7.046
45240,2.185,2.846,3.313,3.609,3.9275,4.246,4.537,4.828,5.179,5.53,5.8025,6.075,6.292,6.509,6.693,6.877,7.005,7.133
45250,2.233,2.722,3.251,3.724,4.1995,4.675,4.9945,5.314,5.5985,5.883,6.0935,6.304,6.45,6.596,6.738,6.88,6.9955,7.111
45260,2.282,3.104,3.697,3.956,4.4665,4.977,5.331,5.685,6.0115,6.338,6.6505,6.963,7.1435,7.324,7.433,7.542,7.6325,7.723
45270,2.136,3.146,3.792,4.297,4.5055,4.714,4.888,5.062,5.302,5.542,5.8675,6.193,6.442,6.691,6.874,7.057,7.209,7.361
45280,2.701,4.017,4.494,4.782,5.087,5.392,5.562,5.732,6.001,6.27,6.5335,6.797,6.99,7.183,7.2865,7.39,7.477,7.564
45290,2.817,4.029,4.63,5.214,5.5225,5.831,6.0735,6.316,6.4885,6.661,6.8705,7.08,7.319,7.558,7.6985,7.839,7.8975,7.956
45300,2.389,3.028,3.589,3.971,4.292,4.613,4.972,5.331,5.6795,6.028,6.412,6.796,7.099,7.402,7.5905,7.779,7.919,8.059
45310,2.022,2.509,2.96,3.244,3.531,3.818,4.036,4.254,4.577,4.9,5.273,5.646,5.942,6.238,6.477,6.716,6.8855,7.055
45320,1.925,2.907,3.492,3.823,4.0495,4.276,4.5795,4.883,5.141,5.399,5.5965,5.794,5.976,6.158,6.3495,6.541,6.68,6.819
45330,1.789,3.014,3.631,3.987,4.2605,4.534,4.785,5.036,5.2905,5.545,5.71,5.875,6.088,6.301,6.4455,6.59,6.704,6.818
45340,2.048,2.857,3.694,3.918,4.355,4.792,5.0495,5.307,5.488,5.669,5.795,5.921,6.0545,6.188,6.3435,6.499,6.646,6.793
45350,2.266,3.088,3.933,4.206,4.6375,5.069,5.3115,5.554,5.7585,5.963,6.1355,6.308,6.4675,6.627,6.765,6.903,6.986,7.069
45360,2.313,3.473,4.127,4.347,4.6445,4.942,5.187,5.432,5.714,5.996,6.2165,6.437,6.5975,6.758,6.8805,7.003,7.1835,7.364
45370,1.863,2.958,3.627,4.128,4.4815,4.835,5.114,5.393,5.672,5.951,6.1965,6.442,6.7795,7.117,7.413,7.709,7.9695,8.23
45380,1.946,3.1,3.895,4.28,4.5855,4.891,5.1705,5.45,5.858,6.266,6.6805,7.095,7.347,7.599,7.7755,7.952,8.078,8.204
45390,2.452,3.865,5.184,5.558,5.9925,6.427,6.6785,6.93,7.246,7.562,7.9205,8.279,8.5305,8.782,8.9385,9.095,9.201,9.307
45400,3.11,4.154,4.964,5.312,5.683,6.054,6.3645,6.675,7.0745,7.474,7.8145,8.155,8.389,8.623,8.7965,8.97,9.08,9.19
45410,2.342,3.471,4.119,4.476,4.804,5.132,5.5025,5.873,6.4005,6.928,7.305,7.682,8.0015,8.321,8.646,8.971,9.125,9.279
45420,2.377,3.246,3.829,4.333,4.6875,5.042,5.4575,5.873,6.3735,6.874,7.249,7.624,7.902,8.18,8.4565,8.733,8.872,9.011
45430,2.28,3.295,3.997,4.51,4.886,5.262,5.5685,5.875,6.2595,6.644,7.0445,7.445,7.7385,8.032,8.251,8.47,8.7275,8.985
45440,2.529,4.109,4.834,5.342,5.786,6.23,6.516,6.802,7.1645,7.527,7.868,8.209,8.452,8.695,8.7765,8.858,8.955,9.052
45450,2.745,4.001,5.19,5.809,6.107,6.405,6.7555,7.106,7.497,7.888,8.2865,8.685,9.0175,9.35,9.542,9.734,9.858,9.982
45460,2.376,3.952,4.732,5.301,5.7455,6.19,6.5315,6.873,7.1985,7.524,7.9125,8.301,8.577,8.853,9.0415,9.23,9.3385,9.447
45470,2.386,3.668,4.534,4.849,5.2925,5.736,6.1135,6.491,6.8925,7.294,7.6315,7.969,8.232,8.495,8.6155,8.736,8.825,8.914
45480,2.433,3.645,4.639,5.059,5.7545,6.45,6.7795,7.109,7.384,7.659,7.881,8.103,8.26,8.417,8.5045,8.592,8.696,8.8
45490,2.702,3.898,4.555,4.899,5.191,5.483,5.653,5.823,6.005,6.187,6.5065,6.826,7.0675,7.309,7.415,7.521,7.65,7.779
45500,2.626,5.019,5.601,5.823,5.9265,6.03,6.174,6.318,6.442,6.566,6.6465,6.727,6.876,7.025,7.1285,7.232,7.338,7.444
45510,2.705,3.772,4.229,4.429,4.5035,4.578,4.755,4.932,5.043,5.154,5.2495,5.345,5.555,5.765,5.9505,6.136,6.3585,6.581
45520,4.018,4.63,5.201,5.969,6.182,6.395,6.594,6.793,6.9265,7.06,7.124,7.188,7.2505,7.313,7.4055,7.498,7.557,7.616
45530,3.127,3.798,3.99,4.414,4.5785,4.743,4.9255,5.108,5.28,5.452,5.6435,5.835,5.9285,6.022,6.167,6.312,6.383,6.454
45540,3.121,3.651,4.063,4.231,4.5115,4.792,5.111,5.43,5.5725,5.715,5.955,6.195,6.2565,6.318,6.4755,6.633,6.792,6.951
45550,3.192,4.188,4.829,5.503,6.102,6.701,7.0885,7.476,7.715,7.954,8.0595,8.165,8.2755,8.386,8.477,8.568,8.6365,8.705
45560,3.375,4.075,4.904,5.269,5.6025,5.936,6.196,6.456,6.631,6.806,6.907,7.008,7.1775,7.347,7.4275,7.508,7.6305,7.753
45570,2.956,3.835,4.136,4.381,4.6775,4.974,5.2365,5.499,5.7735,6.048,6.2345,6.421,6.5575,6.694,6.787,6.88,6.967,7.054
45580,2.243,2.907,3.411,4.054,4.4245,4.795,5.0385,5.282,5.519,5.756,5.98,6.204,6.375,6.546,6.6565,6.767,6.89,7.013
45590,3.047,4.035,4.518,4.854,5.083,5.312,5.5665,5.821,6.131,6.441,6.6415,6.842,6.938,7.034,7.1535,7.273,7.349,7.425
45600,2.464,3.16,3.595,3.774,4.271,4.768,5.123,5.478,5.8395,6.201,6.4795,6.758,7.0285,7.299,7.455,7.611,7.739,7.867
45610,2.501,3.26,3.915,4.327,4.6795,5.032,5.3915,5.751,6.12,6.489,6.7465,7.004,7.1985,7.393,7.5315,7.67,7.83,7.99
45620,2.201,3.083,3.562,3.839,4.1985,4.558,4.9815,5.405,5.8275,6.25,6.5445,6.839,7.0635,7.288,7.4955,7.703,7.843,7.983
45630,2.202,2.953,3.62,4.053,4.476,4.899,5.365,5.831,6.2435,6.656,6.9455,7.235,7.4895,7.744,7.9005,8.057,8.166,8.275
45640,2.972,3.546,4.108,4.492,4.909,5.326,5.7895,6.253,6.5445,6.836,7.1085,7.381,7.6215,7.862,8.028,8.194,8.2725,8.351
45650,3.001,3.655,4.44,4.918,5.2895,5.661,5.986,6.311,6.651,6.991,7.2965,7.602,7.866,8.13,8.2585,8.387,8.496,8.605
45660,2.661,3.275,3.91,4.675,5.179,5.683,6.095,6.507,6.8555,7.204,7.4595,7.715,7.9465,8.178,8.3045,8.431,8.525,8.619
45670,2.432,3.427,3.892,4.541,4.989,5.437,5.878,6.319,6.676,7.033,7.3095,7.586,7.8025,8.019,8.181,8.343,8.4435,8.544
45680,2.252,3.153,3.946,4.259,4.6895,5.12,5.503,5.886,6.264,6.642,6.905,7.168,7.4005,7.633,7.8385,8.044,8.1325,8.221
45690,1.942,2.968,3.664,4.196,4.609,5.022,5.4135,5.805,6.202,6.599,6.9205,7.242,7.4765,7.711,7.87,8.029,8.1465,8.264
45700,2.426,3.181,3.845,4.346,4.847,5.348,5.707,6.066,6.4615,6.857,7.224,7.591,7.823,8.055,8.159,8.263,8.371,8.479
45710,1.835,2.752,3.226,3.581,3.9725,4.364,4.886,5.408,5.756,6.104,6.4955,6.887,7.174,7.461,7.583,7.705,7.756,7.807
45720,1.673,2.771,3.405,3.858,4.143,4.428,4.7435,5.059,5.377,5.695,6.029,6.363,6.627,6.891,7.0075,7.124,7.214,7.304
45730,1.49,2.425,2.991,3.388,3.8235,4.259,4.508,4.757,5.1085,5.46,5.704,5.948,6.266,6.584,6.769,6.954,7.0115,7.069
45740,2.306,3.436,4.185,4.634,5.0905,5.547,5.921,6.295,6.5465,6.798,6.9675,7.137,7.218,7.299,7.4195,7.54,7.594,7.648
45750,2.209,3.177,3.878,4.225,4.628,5.031,5.361,5.691,6.023,6.355,6.621,6.887,7.056,7.225,7.363,7.501,7.6475,7.794
45760,2.127,3.038,3.639,3.931,4.356,4.781,5.2195,5.658,6.0565,6.455,6.7495,7.044,7.249,7.454,7.577,7.7,7.8215,7.943
45770,2.096,3.473,4.35,4.843,5.341,5.839,6.218,6.597,6.932,7.267,7.4365,7.606,7.6655,7.725,7.78,7.835,7.915,7.995
45780,2.301,3.645,4.238,4.75,5.2985,5.847,6.28,6.713,7.352,7.991,8.839,9.687,10.2865,10.886,11.1255,11.365,11.461,11.557
45790,2.008,3.217,4.289,5.075,5.7005,6.326,6.8305,7.335,7.941,8.547,9.343,10.139,10.6925,11.246,11.529,11.812,11.907,12.002
45800,2.296,3.432,4.501,5.183,5.7065,6.23,6.698,7.166,7.793,8.42,9.3435,10.267,10.7425,11.218,11.3675,11.517,11.5935,11.67
45810,2.395,3.519,4.613,5.251,5.9025,6.554,7.158,7.762,8.555,9.348,10.3385,11.329,11.683,12.037,12.122,12.207,12.2755,12.344
45820,2.392,3.636,4.346,4.899,5.8015,6.704,7.257,7.81,8.4985,9.187,10.1715,11.156,11.7915,12.427,12.568,12.709,12.767,12.825
45830,2.878,4.358,5.101,6.034,6.6265,7.219,7.687,8.155,8.811,9.467,10.1,10.733,11.465,12.197,12.753,13.309,13.4845,13.66
45840,2.589,3.81,4.719,5.291,5.9295,6.568,7.216,7.864,8.542,9.22,9.849,10.478,11.172,11.866,12.571,13.276,13.493,13.71
45850,2.589,5.144,5.914,6.64,7.154,7.668,8.0185,8.369,8.981,9.593,10.1735,10.754,11.4095,12.065,12.651,13.237,13.374,13.511
45860,2.589,4.67,5.596,5.985,6.459,6.933,7.482,8.031,8.6195,9.208,9.715,10.222,10.7885,11.355,12.0475,12.74,13.0005,13.261
45870,2.589,4.327,5.169,5.743,6.2215,6.7,7.147,7.594,8.1695,8.745,9.347,9.949,10.5635,11.178,11.7525,12.327,12.8525,13.378
45880,2.589,4.867,5.923,6.367,6.8695,7.372,7.9875,8.603,9.0975,9.592,9.964,10.336,10.8685,11.401,11.885,12.369,12.85,13.331
45890,2.589,5.497,6.538,6.694,7.2355,7.777,8.1075,8.438,8.674,8.91,9.19,9.47,9.7965,10.123,10.4895,10.856,11.1975,11.539
45900,2.589,5.594,6.354,6.652,7.1785,7.705,7.9925,8.28,8.5175,8.755,8.9975,9.24,9.5345,9.829,10.107,10.385,10.681,10.977
45910,2.589,5.744,6.718,7.241,7.474,7.707,7.878,8.049,8.3125,8.576,8.69,8.804,9.0085,9.213,9.5475,9.882,10.117,10.352
45920,2.589,5.103,5.91,6.431,6.8205,7.21,7.48,7.75,8.052,8.354,8.628,8.902,9.116,9.33,9.5645,9.799,10.0595,10.32
45930,3.728,4.856,5.604,6.119,6.294,6.469,6.759,7.049,7.248,7.447,7.6365,7.826,8.007,8.188,8.427,8.666,8.831,8.996
45940,3.96,6.274,7.222,7.57,7.8435,8.117,8.316,8.515,8.571,8.627,8.7395,8.852,9.0055,9.159,9.255,9.351,9.486,9.621
45950,3.96,4.784,5.812,6.163,6.423,6.683,6.872,7.061,7.3315,7.602,7.8675,8.133,8.2935,8.454,8.6305,8.807,8.9895,9.172
45960,3.96,5.906,6.855,7.04,7.337,7.634,7.7485,7.863,8.0395,8.216,8.346,8.476,8.629,8.782,9.0385,9.295,9.509,9.723
45970,3.96,4.831,5.647,6.296,6.4015,6.507,6.867,7.227,7.4655,7.704,8.141,8.578,8.864,9.15,9.3665,9.583,9.7635,9.944
45980,4.788,5.556,6.581,7.036,7.5775,8.119,8.368,8.617,8.813,9.009,9.213,9.417,9.4895,9.562,9.6585,9.755,9.843,9.931
45990,4.011,4.931,5.225,6.16,6.2985,6.437,6.6325,6.828,6.944,7.06,7.178,7.296,7.4195,7.543,7.654,7.765,7.861,7.957
46000,4.634,5.568,5.976,6.533,6.787,7.041,7.3805,7.72,8.104,8.488,8.717,8.946,9.166,9.386,9.4505,9.515,9.639,9.763
46010,4.036,4.599,5.499,5.921,6.371,6.821,7.111,7.401,7.717,8.033,8.4695,8.906,9.0925,9.279,9.3475,9.416,9.5255,9.635
46020,4.075,4.703,5.727,5.894,6.362,6.83,7.152,7.474,7.582,7.69,7.95,8.21,8.4435,8.677,8.786,8.895,9.063,9.231
46030,3.736,4.172,5.103,5.76,5.886,6.012,6.2735,6.535,6.8535,7.172,7.3225,7.473,7.624,7.775,7.9225,8.07,8.187,8.304
46040,2.648,3.402,3.933,4.575,4.826,5.077,5.29,5.503,5.741,5.979,6.0825,6.186,6.3655,6.545,6.7495,6.954,7.121,7.288
46050,3.098,3.999,4.491,4.733,5.101,5.469,5.6285,5.788,5.992,6.196,6.3725,6.549,6.6955,6.842,6.931,7.02,7.1305,7.241
46060,3.143,4.17,4.331,4.842,5.1555,5.469,5.711,5.953,6.2465,6.54,6.67,6.8,6.961,7.122,7.3115,7.501,7.6235,7.746
46070,3.409,4.173,4.785,5.156,5.378,5.6,5.9505,6.301,6.5475,6.794,6.9885,7.183,7.3365,7.49,7.5835,7.677,7.7555,7.834
46080,3.829,4.351,4.71,5.323,5.839,6.355,6.692,7.029,7.2945,7.56,7.7835,8.007,8.107,8.207,8.2775,8.348,8.438,8.528
46090,2.149,2.987,3.611,4.056,4.3455,4.635,4.931,5.227,5.4875,5.748,5.9835,6.219,6.3145,6.41,6.5335,6.657,6.7285,6.8
46100,2.499,3.391,3.949,4.239,4.5295,4.82,5.1235,5.427,5.6895,5.952,6.1225,6.293,6.4105,6.528,6.674,6.82,6.948,7.076
46110,2.07,2.782,3.422,3.898,4.2825,4.667,4.969,5.271,5.492,5.713,5.992,6.271,6.515,6.759,6.9075,7.056,7.2075,7.359
46120,1.904,2.805,3.118,3.398,3.758,4.118,4.474,4.83,5.0575,5.285,5.5705,5.856,6.072,6.288,6.491,6.694,6.798,6.902
46130,1.987,2.707,3.101,3.568,3.719,3.87,4.243,4.616,4.954,5.292,5.59,5.888,6.1705,6.453,6.6335,6.814,6.943,7.072
46140,1.885,3.115,3.821,4.34,4.7025,5.065,5.268,5.471,5.751,6.031,6.224,6.417,6.5725,6.728,6.901,7.074,7.241,7.408
46150,2.163,3.069,3.805,3.997,4.389,4.781,5.006,5.231,5.467,5.703,5.95,6.197,6.446,6.695,6.998,7.301,7.638,7.975
46160,2.42,3.373,4.058,4.418,4.832,5.246,5.5085,5.771,6.0825,6.394,6.618,6.842,7.11,7.378,7.644,7.91,8.153,8.396
46170,2.318,3.47,4.491,4.648,5.0775,5.507,5.785,6.063,6.4335,6.804,7.164,7.524,7.7795,8.035,8.234,8.433,8.648,8.863
46180,2.422,3.479,4.132,4.79,5.2155,5.641,5.9785,6.316,6.627,6.938,7.2315,7.525,7.764,8.003,8.1485,8.294,8.371,8.448
46190,2.345,3.279,4.043,4.513,4.9035,5.294,5.5895,5.885,6.1985,6.512,6.8725,7.233,7.459,7.685,7.833,7.981,8.045,8.109
46200,2.721,3.867,4.569,4.825,5.152,5.479,5.8205,6.162,6.52,6.878,7.178,7.478,7.5835,7.689,7.816,7.943,8.109,8.275
46210,2.643,3.515,4.3,4.617,5.166,5.715,6.1355,6.556,6.947,7.338,7.6425,7.947,8.153,8.359,8.562,8.765,8.903,9.041
46220,2.588,3.484,4.233,4.724,5.137,5.55,5.8625,6.175,6.7115,7.248,7.635,8.022,8.3845,8.747,8.9105,9.074,9.16,9.246
46230,2.82,3.786,4.743,5.127,5.532,5.937,6.2915,6.646,7.0875,7.529,7.8485,8.168,8.4295,8.691,8.8425,8.994,9.065,9.136
46240,2.736,3.861,4.733,5.027,5.4225,5.818,6.0865,6.355,6.8475,7.34,7.765,8.19,8.51,8.83,8.9475,9.065,9.146,9.227
46250,2.282,3.589,4.388,4.948,5.259,5.57,5.8775,6.185,6.6735,7.162,7.599,8.036,8.417,8.798,8.954,9.11,9.1675,9.225
46260,2.282,4.282,5.089,5.46,5.8325,6.205,6.585,6.965,7.374,7.783,8.122,8.461,8.732,9.003,9.151,9.299,9.353,9.407
46270,2.519,3.786,4.657,5.19,5.818,6.446,6.7295,7.013,7.4485,7.884,8.2225,8.561,8.9255,9.29,9.446,9.602,9.653,9.704
46280,2.621,3.698,4.389,4.959,5.461,5.963,6.403,6.843,7.2775,7.712,8.0385,8.365,8.7315,9.098,9.339,9.58,9.6535,9.727
46290,2.333,3.588,4.199,4.797,5.18,5.563,5.8545,6.146,6.504,6.862,7.213,7.564,7.882,8.2,8.567,8.934,9.1255,9.317
46300,2.5,3.664,4.597,4.924,5.4005,5.877,6.2045,6.532,6.7315,6.931,7.1825,7.434,7.824,8.214,8.6225,9.031,9.2745,9.518
46310,2.584,3.958,4.621,5.041,5.572,6.103,6.434,6.765,7.0945,7.424,7.683,7.942,8.335,8.728,9.0365,9.345,9.5205,9.696
46320,2.533,3.67,4.568,5.373,5.7765,6.18,6.547,6.914,7.092,7.27,7.6675,8.065,8.41,8.755,9.024,9.293,9.3485,9.404
46330,2.834,3.534,4.317,4.947,5.4485,5.95,6.37,6.79,7.069,7.348,7.612,7.876,8.124,8.372,8.6385,8.905,9.0435,9.182
46340,2.65,3.565,4.291,4.769,5.359,5.949,6.3725,6.796,7.0765,7.357,7.6325,7.908,8.171,8.434,8.8035,9.173,9.2555,9.338
46350,2.33,3.491,4.376,4.648,5.1675,5.687,6.2085,6.73,7.2545,7.779,8.277,8.775,9.096,9.417,9.6005,9.784,9.8855,9.987
46360,2.7,3.737,4.661,5.13,5.6335,6.137,6.517,6.897,7.2985,7.7,8.1675,8.635,9.2025,9.77,9.9605,10.151,10.2275,10.304
46370,2.911,4.298,5.008,5.572,5.936,6.3,6.647,6.994,7.363,7.732,8.123,8.514,8.8915,9.269,9.6655,10.062,10.2195,10.377
46380,2.819,4.076,4.9,5.574,6.114,6.654,7.038,7.422,7.638,7.854,8.2605,8.667,9.087,9.507,9.898,10.289,10.367,10.445
46390,2.742,3.963,4.64,5.229,5.78,6.331,6.755,7.179,7.5685,7.958,8.387,8.816,9.3065,9.797,10.069,10.341,10.434,10.527
46400,2.772,3.878,4.725,5.583,5.923,6.263,6.647,7.031,7.603,8.175,8.5665,8.958,9.507,10.056,10.3455,10.635,10.721,10.807
46410,2.958,4.208,4.904,5.467,5.9215,6.376,6.7995,7.223,7.7005,8.178,8.6265,9.075,9.629,10.183,10.4985,10.814,10.9245,11.035
46420,2.91,4.193,4.894,5.747,6.155,6.563,7.105,7.647,8.3025,8.958,9.5055,10.053,10.1525,10.252,10.341,10.43,10.4975,10.565
